STATION,STATION_NAME,DATE,TAVG
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020210,11.5
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020211,8.9
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020212,9.2
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020213,10.3
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020214,6.1
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020215,3.8
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020216,3.7
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020217,3.3
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020218,6.0
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020219,6.5
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020220,8.2
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020221,6.7
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020222,7.9
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020223,10.7
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020224,9.7
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020225,10.0
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020226,10.0
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020227,11.6
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020228,9.4
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020301,9.3
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020302,7.2
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020303,6.7
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020304,8.2
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020305,8.6
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020306,7.3
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020307,8.3
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020308,11.1
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020309,9.5
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020310,10.1
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020311,11.9
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020312,13.2
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020313,13.9
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020314,13.1
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020315,13.2
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020316,12.8
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020317,13.0
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020318,13.8
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020319,14.9
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020320,15.6
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020321,15.4
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020322,14.1
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020323,13.7
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020324,11.2
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020325,9.6
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020326,9.0
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020327,9.8
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020328,11.7
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020329,11.3
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020330,12.6
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020331,12.8
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020401,14.2
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020402,12.5
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020403,9.8
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020404,9.1
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020405,11.2
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020406,12.8
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020407,14.4
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020408,12.8
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020409,12.0
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020410,9.2
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020411,11.7
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020412,11.3
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020413,9.7
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020414,9.5
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020415,10.1
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020416,9.9
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020417,11.8
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020418,13.1
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020419,12.9
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020420,12.9
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020421,13.7
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020422,14.9
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020423,17.6
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020424,17.9
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020425,19.4
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020426,14.4
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020427,14.2
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020428,13.4
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020429,14.2
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020430,15.7
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020501,12.3
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020502,10.9
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020503,11.6
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020504,9.8
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020505,10.7
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020506,11.3
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020507,14.1
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020508,13.6
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020509,15.5
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020510,12.3
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020511,12.6
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020512,13.8
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020513,16.3
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020514,17.4
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020515,20.5
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020516,20.2
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020517,17.9
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020518,14.8
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020519,15.8
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020520,20.1
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020521,20.3
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020522,14.8
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020523,12.4
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020524,15.7
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020525,13.8
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020526,11.4
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020527,11.6
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020528,15.3
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020529,15.8
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020530,17.8
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020531,21.8
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020601,21.6
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020602,23.3
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020603,18.7
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020604,17.7
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020605,12.9
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020606,12.4
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020607,14.1
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020608,12.5
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020609,13.9
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020610,15.1
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020611,16.8
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020612,22.1
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020613,23.4
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020614,25.6
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020615,21.8
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020616,23.8
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020617,24.8
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020618,21.0
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020619,22.1
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020620,20.1
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020621,22.7
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020622,26.3
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020623,21.1
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020624,17.8
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020625,22.2
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020626,23.2
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020627,23.8
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020628,19.6
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020629,18.1
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020630,17.9
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020701,19.1
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020702,17.2
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020703,18.1
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020704,18.6
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020705,17.5
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020706,18.3
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020707,21.0
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020708,21.1
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020709,21.1
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020710,18.4
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020711,18.4
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020712,19.1
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020713,17.9
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020714,17.3
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020715,16.4
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020716,18.2
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020717,20.6
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020718,22.1
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020719,24.1
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020720,25.3
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020721,25.2
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020722,24.6
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020723,22.8
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020724,18.8
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020725,19.2
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020726,21.8
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020727,25.5
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020728,24.5
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020729,24.9
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020730,20.2
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020731,17.2
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020801,17.9
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020802,20.2
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020803,20.9
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020804,20.4
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020805,21.2
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020806,19.4
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020807,19.3
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020808,19.3
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020809,16.8
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020810,15.4
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020811,16.1
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020812,18.3
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020813,19.8
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020814,22.2
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020815,23.4
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020816,22.6
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020817,25.1
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020818,24.7
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020819,23.9
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020820,21.8
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020821,22.8
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020822,22.7
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020823,21.9
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020824,20.7
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020825,18.9
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020826,18.7
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020827,17.1
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020828,17.3
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020829,19.0
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020830,21.5
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020831,20.9
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020901,19.9
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020902,19.8
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020903,21.0
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020904,20.4
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020905,16.9
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020906,16.8
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020907,17.6
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020908,18.0
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020909,18.3
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020910,18.3
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020911,17.2
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020912,16.6
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020913,17.1
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020914,19.3
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020915,18.9
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020916,18.8
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020917,21.3
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020918,22.9
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020919,23.6
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020920,22.7
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020921,19.9
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020922,18.4
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020923,14.2
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020924,12.3
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020925,11.6
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020926,12.7
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020927,14.2
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020928,13.9
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020929,15.8
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20020930,18.3
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20021001,18.2
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20021002,17.2
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20021003,17.3
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20021004,17.1
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20021005,14.9
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20021006,13.8
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20021007,13.4
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20021008,14.5
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20021009,15.6
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20021010,13.0
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20021011,13.8
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20021012,13.6
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20021013,13.1
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20021014,16.4
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20021015,17.8
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20021016,18.2
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20021017,12.3
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20021018,10.8
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20021019,12.1
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20021020,16.0
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20021021,17.8
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20021022,16.3
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20021023,12.9
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20021024,12.1
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20021025,16.1
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20021026,15.4
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20021027,13.8
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20021028,11.3
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20021029,12.8
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20021030,16.2
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20021031,13.9
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20021101,11.3
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20021102,13.7
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20021103,15.1
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20021104,12.2
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20021105,10.0
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20021106,8.4
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20021107,10.1
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20021108,10.4
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20021109,12.9
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20021110,14.8
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20021111,13.1
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20021112,10.8
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20021113,11.9
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20021114,11.7
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20021115,9.6
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20021116,7.1
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20021117,7.6
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20021118,7.9
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20021119,9.9
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20021120,11.1
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20021121,10.6
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20021122,8.2
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20021123,11.3
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20021124,9.2
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20021125,10.0
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20021126,5.9
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20021127,6.6
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20021128,9.8
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20021129,7.6
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20021130,8.9
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20021201,10.3
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20021202,7.9
GHCND:FR000007630,BLAGNAC AEROP. TOULOUSE BLAGNA FR,20021203,6.5
